SampleSiteID,SampleSiteCode,Site_Veg,Needles,Genus,LMA_gm2,LWA_gm2,LWC_%,d15N,d13C,N_weight_percent,C_weight_percent,CN,1C,8P,8U,Al,As,Co,Cr,Cu,Mo,Na,Ni,Se,Si,Sr,Zn
330,330-ER18,Engelmann,True,Picea,377.6,464.4825959851136,55.2,-0.23,-25.46,1.03,47.07,53.29352920830059,183.72151898734174,,,29364.30379746835,,153.62025316455694,322.81012658227843,2288.734177215189,14.531645569620252,,823.1139240506328,-268.83544303797464,34063.215189873416,119367.08860759494,68329.87341772151
331,331-ER18,SubFir,True,Abies,,,45.7,0.24,-26.14,1.1,52.35,55.49981153168727,26.783919597989954,17.51256281407035,,34922.11055276382,66.95979899497488,31.934673366834172,405.87939698492477,2407.462311557789,42.23618090452262,2168.467336683417,532.5879396984925,-55.62814070351757,20548.41708542714,152874.37185929652,28679.396984924628
332,332-ER18,Aspen,False,Populus,92.7,118.28212807442733,56.1,0.44,-25.63,2.63,46.65,20.68537540718208,702.7114427860696,26.517412935323378,,25915.67164179104,9.17910447761194,1202.4626865671644,405.92039800995036,5193.333333333332,39.776119402985074,87629.85074626867,1373.8059701492537,19.378109452736336,23679.029850746265,97767.66169154226,140134.32835820894
333,333-ER18,Engelmann,True,Picea,351.5,291.7257564538597,45.4,-0.8,-25.81,0.8,48.49,70.6853974997294,308.5148514851485,,,28162.12871287129,,45.66831683168317,333.88613861386136,1697.8465346534656,240.519801980198,6326.5841584158425,1341.633663366337,-40.59405940594058,40885.321782178224,87855.69306930693,64240.09900990099
334,334-ER18,Meadow,False,,64.91250776555556,149.0293254860708,69.22222222222223,-1.09,-27.01,3.25,46.68,16.750007038595715,1958.6582278481012,40.481012658227854,,35810.126582278484,68.50632911392404,145.31645569620255,537.6708860759493,10566.582278481012,734.8860759493671,,2187.012658227848,-31.139240506329088,34301.9493670886,47684.55696202532,46376.70886075949
335,335-ER18,Meadow,False,,62.40646405625,139.40718249089286,68.625,1.69,-27.76,2.53,45.87,21.143443835044188,2630.15,116.85,,69566.75,93.275,265.475,616.0249999999999,15815.75,614.9999999999999,,2428.225,198.85000000000005,23520.675,71873.0,53576.75
336,336-ER18,Meadow,False,,62.16088314944445,141.28973335859837,68.87777777777778,0.74,-26.07,2.98,47.79,18.70200952808131,804.4303797468355,30.10126582278481,,34533.417721518985,83.03797468354429,1068.0759493670882,517.9493670886077,16254.683544303798,312.43037974683534,,2458.962025316456,167.1139240506329,23569.291139240508,54140.75949367088,37792.658227848086
337,337-ER18,Meadow,False,,67.45781250705882,143.7932320512992,67.53529411764706,-1.38,-26.88,2.93,46.15,18.368411175802827,2277.3164556962024,59.164556962025316,,45795.44303797468,88.2278481012658,90.30379746835442,773.2911392405063,8991.974683544304,615.5189873417721,3091.0886075949365,1385.6962025316454,-18.68354430379743,23465.493670886073,60378.98734177216,32291.392405063285
338,338-ER18,Meadow,False,,60.22359015823529,214.14502276049834,77.06470588235294,0.83,-25.69,2.59,43.91,19.771115832269636,590.6075949367088,44.63291139240505,,47165.56962025316,72.65822784810128,87.18987341772154,563.6202531645571,10545.822784810129,513.7974683544303,19337.468354430377,1068.0759493670882,507.56962025316454,20839.417721518985,140645.56962025314,40553.67088607594
339,339-ER18,Meadow,False,,60.91175386736842,132.17485722243595,68.37368421052632,-1.18,-26.48,2.76,46.88,19.8082463426633,112.75,,,15139.249999999995,86.10000000000002,33.825,555.5500000000002,12156.5,152.725,,1108.025,-47.149999999999984,28922.425,76885.25,30042.75
340,340-ER18,Meadow,False,,39.207058179,121.32200115548065,75.46000000000001,1.79,-26.06,2.94,43.48,17.24684707156527,15.222772277227724,12.178217821782178,,19241.584158415844,113.66336633663369,91.33663366336634,473.93564356435655,5001.188118811881,548.0198019801979,11234.40594059406,950.9158415841587,59.876237623762435,19340.02475247525,93417.0792079208,28984.158415841583
341,341-ER18,Meadow,False,,57.995449594444445,163.43800628753044,72.4888888888889,-0.68,-25.5,3.32,47.05,16.52681065708378,341.6666666666667,56.09452736318407,,45365.17412935323,106.06965174129351,143.80597014925368,586.4427860696517,6948.582089552237,1548.2089552238806,,1131.0696517412935,105.04975124378113,21557.6368159204,92698.75621890547,48118.90547263682
342,342-ER18,Meadow,False,,55.53720637999999,186.3058664920822,76.74444444444444,1.56,-26.43,3.12,45.27,16.920898016576245,70.8641975308642,51.62962962962962,,55446.17283950617,174.12345679012344,70.8641975308642,637.7777777777778,9828.864197530862,1089.2839506172838,,2300.049382716049,1015.3827160493828,22612.765432098764,155698.76543209876,59768.888888888876
343,343-ER18,Meadow,False,,67.29731912,162.04196358459134,70.7,-0.03,-27.82,2.65,47.42,20.86811316513216,1990.2716049382716,18.222222222222218,,33893.33333333333,100.22222222222223,47.58024691358025,525.4074074074074,17209.876543209877,1792.8641975308637,,1399.0617283950617,318.8888888888889,18998.69135802469,48410.37037037037,38165.43209876543
344,344-ER18,Meadow,False,,54.93171931777778,129.26262193579765,69.96666666666667,0.24,-25.57,2.56,46.03,20.968555674575587,420.14851485148523,67.9950495049505,,41527.72277227723,90.32178217821784,155.27227722772278,597.7475247524753,12147.772277227725,876.8316831683168,1272.6237623762374,861.6089108910892,103.51485148514857,22212.05445544554,85135.89108910893,39122.52475247525
345,345-ER18,Meadow,False,,56.06148894,167.08803922509222,74.65,0.03,-26.55,2.71,43.81,18.85260940605943,41.41414141414142,,,23222.979797979795,163.58585858585855,65.22727272727273,576.6919191919193,10415.656565656564,212.24747474747474,,1489.8737373737374,539.4191919191919,21811.792929292926,128590.90909090909,24641.41414141414
346,346-ER18,Meadow,False,,55.3015000968421,135.5885410827669,70.2421052631579,0.15,-26.05,3.54,45.92,15.127463887073574,152.60545905707198,62.059553349875934,,62344.41687344912,123.10173697270471,271.63771712158814,813.8957816377173,14151.612903225809,687.7419354838712,,2297.220843672457,311.3151364764269,20924.24317617866,91899.00744416873,54317.369727047146
347,347-ER18,Meadow,False,,52.27984736375,86.43978104252247,61.275,-0.36,-28.09,2.23,48.46,25.342301544949027,272.3057644110276,124.33583959899752,,114779.44862155391,101.72932330827071,160.30075187969928,620.6516290726818,9864.661654135338,699.7744360902257,,2437.393483709273,31.85463659147873,21349.799498746874,53300.00000000001,65887.71929824562
348,348-ER18,Meadow,False,,55.86217324833333,200.49492729306374,77.97222222222223,1.57,-25.67,2.78,44.84,18.809979207389002,458.955223880597,48.95522388059701,,49230.59701492537,81.59203980099501,75.47263681592037,657.8358208955224,10719.15422885572,309.0298507462686,,1042.3383084577113,372.2636815920398,18375.54726368159,122999.99999999994,32045.273631840795
349,349-ER18,Meadow,False,,55.77277223444444,180.97842091594353,76.1,1.7,-25.47,2.57,44.41,20.151860926601145,273.3333333333333,44.87562189054726,,42162.68656716418,169.30348258706468,54.0547263681592,632.3383084577114,12187.810945273633,911.7910447761194,576.2437810945273,2373.3084577114428,634.3781094527362,19650.422885572138,126161.69154228855,44936.815920397996
350,350-ER18,Meadow,False,,62.139760691111114,174.58672560139442,72.64444444444445,-0.27,-27.84,2.91,45.86,18.378436787335414,206.0199004975124,44.87562189054726,,54544.27860696516,132.5870646766169,103.0099502487562,663.955223880597,6683.407960199004,990.3233830845771,,3761.3930348258705,309.0298507462686,22169.577114427862,98175.62189054726,53350.995024875614
351,351-ER18,Engelmann,True,Picea,417.2,324.1210728788203,43.7,-1.24,-25.56,0.84,46.79,64.95928957393944,35.60794044665013,43.7468982630273,,75966.99751861044,28.486352357320104,67.14640198511168,385.58312655086854,1468.0645161290327,323.52357320099264,7692.332506203474,2306.377171215881,-82.40694789081883,58231.191066997526,14812.903225806454,30185.359801488838
352,352-ER18,Engelmann,True,Abies,432.0,294.77720408078517,40.6,-1.18,-25.36,0.72,49.91,80.83930682641311,27.537313432835823,36.71641791044776,,75544.02985074626,17.338308457711438,42.83582089552239,335.54726368159197,1362.5870646766168,80.57213930348259,,655.7960199004974,138.7064676616915,68575.04975124379,16247.014925373134,25742.288557213928
353,353-ER18,Engelmann,True,Picea,282.0,235.4675994338552,45.5,-0.63,-24.52,1.08,49.08,52.99663633260342,60.74074074074074,71.87654320987653,,302995.06172839506,15.185185185185185,70.8641975308642,433.28395061728384,1912.3209876543208,466.69135802469134,,800.7654320987656,-68.83950617283945,20274.24691358025,27070.123456790116,36586.172839506165
354,354-ER18,Snowberry,False,Symphoricarpos,61.6,105.74598203608485,63.2,1.45,-26.67,2.89,49.29,19.88971146056819,20.39800995024876,-40.796019900497505,-15.298507462686567,8260.174129353234,9.17910447761194,26.517412935323378,353.9054726368158,5709.4029850746265,573.1840796019901,15941.044776119405,5014.850746268656,-75.47263681592041,27202.786069651742,33187.56218905472,22825.373134328354
355,355-ER18,Snowberry,False,Symphoricarpos,61.9,96.4041179982786,60.9,0.5,-26.49,2.55,49.0,22.409048010621905,23.28395061728395,-32.395061728395056,-17.20987654320988,18090.617283950614,12.148148148148149,23.28395061728395,385.7037037037037,4477.6049382716055,351.28395061728384,,2768.7654320987654,-104.2716049382716,27588.444444444438,45170.86419753086,20226.666666666668
356,356-ER18,Snowberry,False,Symphoricarpos,69.9,107.30104145128466,60.5,0.41,-25.11,2.81,49.18,20.410315215077947,6.0740740740740735,18.222222222222218,-17.20987654320988,45029.13580246913,16.197530864197528,32.395061728395056,437.33333333333326,5382.641975308642,333.06172839506166,,2617.9259259259256,-96.17283950617286,28621.03703703704,44138.271604938265,14375.308641975305
357,357-ER18,PotFru,False,Pentaphylloides,72.2,81.73275913041765,53.1,1.01,-25.33,2.23,47.06,24.61016736907349,98.44059405940595,148.1683168316832,-12.178217821782185,135787.12871287132,97.42574257425743,73.06930693069306,670.8168316831685,5638.514851485149,168.4653465346535,45627.72277227724,1609.5544554455444,-62.92079207920793,31218.861386138622,74226.23762376237,25696.039603960402
358,358-ER18,Elderberry,False,Sambucus,53.4,157.7094252494076,74.7,2.37,-25.71,3.39,47.53,16.350672641378548,,52.53768844221108,-16.48241206030151,90848.99497487438,58.71859296482413,43.26633165829147,556.2814070351759,5321.75879396985,337.88944723618096,,602.6381909547739,424.4221105527638,33111.105527638196,79187.68844221106,25166.582914572868
359,359-ER18,Juniper,True,Juniperus,235.6,208.06737864682248,46.9,-0.14,-24.62,1.1,52.61,55.77545529478639,92.35148514851488,79.15841584158416,-17.252475247524757,81401.23762376237,25.371287128712872,109.6039603960396,588.6138613861386,2565.544554455446,211.08910891089107,34910.89108910891,1936.3366336633665,-137.00495049504948,34638.91089108911,48103.96039603961,12563.861386138617
360,360-ER18,Snowberry,False,Symphoricarpos,67.3,102.25148306718755,60.3,0.75,-26.01,2.35,49.26,24.445225772976542,10.123456790123457,12.148148148148152,-19.23456790123457,38499.5061728395,12.148148148148149,27.33333333333333,472.7654320987655,3887.407407407408,476.8148148148149,28882.222222222215,830.1234567901233,-75.92592592592594,30645.728395061727,78800.98765432098,22929.629629629628
361,361-ER18,boothii,False,Salix,58.3,104.35243155139108,64.1,0.87,-27.24,3.04,48.48,18.597584259298618,2234.601990049751,90.77114427860695,-17.338308457711445,139522.38805970148,72.41293532338307,1225.9203980099498,736.36815920398,7523.805970149253,113.20895522388055,2430.422885572139,3097.437810945273,-15.29850746268658,34413.48258706467,111373.13432835821,140950.2487562189
362,362-ER18,Elderberry,False,Sambucus,44.2,159.94257833244822,78.4,1.02,-23.91,5.69,49.19,10.08166038767746,6.119402985074626,30.59701492537313,-18.35820895522388,83754.22885572138,41.81592039800995,49.975124378109456,639.4776119402984,4315.199004975124,357.98507462686564,184.6019900497512,651.7164179104477,-103.00995024875624,35372.18905472636,75350.24875621889,45467.16417910448
363,363-ER18,boothii,False,Salix,80.6,126.54112635347389,61.1,-0.34,-27.28,2.93,46.89,18.66294257927182,1885.594059405941,-6.089108910891088,-21.31188118811882,1646.0891089108914,5.0742574257425765,484.0841584158416,497.27722772277235,5279.257425742575,91.33663366336634,267.920792079208,2038.8366336633667,266.90594059405936,29747.326732673275,98481.18811881187,101688.11881188118
364,364-ER18,Meadow,False,,61.24848493,163.05972473017692,71.10526315789474,0.96,-26.87,3.99,44.82,13.09985425902505,271.2781954887218,294.91228070175447,-19.52380952380953,66237.09273182957,47.26817042606517,58.57142857142858,921.7293233082708,14108.521303258147,12520.927318295742,3304.6616541353387,2667.568922305765,3.0827067669172963,41238.39598997494,15721.804511278198,41369.924812030076
365,365-ER18,Meadow,False,,61.60632025666667,192.3787093072803,72.63888888888889,-1.56,-27.19,2.54,46.51,21.354043858137253,698.5185185185184,301.67901234567904,-17.20987654320988,135958.024691358,65.80246913580247,111.358024691358,556.7901234567902,9521.11111111111,2291.9506172839506,5831.1111111111095,6205.679012345678,283.4567901234568,32852.64197530864,22666.419753086422,39410.61728395061
366,366-ER18,Meadow,False,,58.518751003125,177.41388892876017,72.45625,-0.49,-27.51,3.16,44.43,16.396710849492536,548.6913580246913,364.4444444444445,-18.222222222222218,178476.54320987657,76.93827160493827,257.1358024691358,645.8765432098767,10417.037037037036,11981.111111111111,4742.839506172839,2735.358024691357,363.432098765432,33217.08641975308,40139.5061728395,38762.71604938272
367,367-ER18,Meadow,False,,55.5354706440625,140.54543344347437,69.2125,-0.05,-28.16,2.79,46.57,19.465678318553056,313.5891089108911,213.11881188118812,-19.282178217821787,143905.94059405944,63.935643564356454,117.72277227722772,653.5643564356436,10452.970297029704,3658.5396039603966,40583.91089108912,3649.40594059406,226.31188118811886,38830.24752475248,21453.960396039605,30364.35643564357
368,368-ER18,Meadow,False,,60.15469470249999,208.6153521975511,75.79722222222222,0.19,-27.39,3.14,44.34,16.46772280915759,329.0123456790123,5117.407407407408,-18.222222222222218,151345.67901234567,79.9753086419753,197.40740740740742,653.9753086419753,13717.283950617286,16921.358024691355,22109.629629629628,3194.962962962963,104.27160493827158,34047.209876543195,41516.29629629629,49453.08641975308
369,369-ER18,Meadow,False,,57.985956899444446,168.21536545801436,72.125,-1.02,-27.74,1.91,45.23,27.615997071023543,1143.9,247.025,-20.5,92209.0,99.42499999999998,53.3,664.1999999999998,15221.25,581.1749999999997,2553.275,2832.075,-3.0750000000000024,45563.3,24928.0,93510.75
370,370-ER18,Meadow,False,,61.36475073558824,222.73233364734307,77.10588235294118,0.75,-26.41,3.41,44.89,15.351921247542546,802.7901234567902,379.6296296296296,-20.246913580246915,40402.71604938272,96.17283950617285,112.37037037037037,696.4938271604938,11540.740740740739,6046.74074074074,7937.8024691358005,5621.555555555556,291.5555555555556,41811.9012345679,24994.814814814814,46456.54320987655
371,371-ER18,Meadow,False,,39.65966410263158,101.76613828272005,69.08947368421053,-0.29,-26.69,3.82,41.54,12.68150031318061,301.41089108910893,190.7920792079208,-21.31188118811882,28151.980198019806,76.11386138613861,48.71287128712871,771.2871287128714,14106.435643564355,9044.356435643564,2694.430693069307,1547.6485148514853,272.9950495049505,44635.19801980198,12452.227722772275,43719.80198019802
372,372-ER18,Meadow,False,,107.64456453357143,283.7704572910105,71.26071428571429,-0.17,-27.02,2.9,48.24,19.398886797203527,6602.942643391521,316.9576059850374,-3.0673316708229446,22381.29675810473,113.49127182044887,72.5935162094763,560.2992518703243,69280.79800498753,1270.8977556109724,7442.369077306734,1628.7531172069823,1031.645885286783,43946.68329177057,29170.32418952618,208374.0648379053
373,373-ER18,Meadow,False,,63.01132905342106,199.46097709037335,71.70526315789473,1.85,-26.94,3.29,45.59,16.15999424322836,157.37373737373738,421.38888888888886,-17.601010101010104,24227.272727272728,106.64141414141413,141.84343434343438,648.1313131313133,34394.444444444445,11549.36868686869,12776.262626262625,1323.1818181818182,372.72727272727263,62765.20202020202,27778.535353535353,75001.01010101009
374,374-ER18,Meadow,False,,61.262369194722226,189.60682314141533,73.55277777777778,2.34,-26.73,3.59,45.75,14.861551722694433,1582.6,186.55,-16.400000000000002,114287.5,102.5,70.72500000000002,336.2000000000001,14431.999999999998,9147.1,6018.799999999998,2427.1999999999994,410.0,41207.05,29233.0,64390.49999999999
375,375-ER18,Meadow,False,,66.59891893222222,236.66275863244465,76.1361111111111,-3.31,-26.16,2.47,42.79,20.202859366727285,1165.049504950495,160.3465346534653,-20.297029702970306,48763.61386138613,103.51485148514851,213.1188118811881,564.2574257425744,12188.366336633662,869.7277227722773,4284.702970297029,4307.029702970297,91.3366336633663,35247.82178217822,104022.27722772278,103819.30693069307
376,376-ER18,Meadow,False,,91.79111964999998,245.72643780437093,71.86,-0.25,-25.89,2.8,43.66,18.184158470601812,2788.822055137845,68.84711779448622,-21.57894736842107,17756.390977443607,107.89473684210527,109.94987468671681,501.453634085213,56341.60401002506,2690.175438596491,1119.0225563909776,4704.21052631579,926.8671679197996,47085.263157894726,16256.140350877195,74509.02255639099
377,377-ER18,Meadow,False,,78.92524724305557,343.8141141124028,81.25833333333334,0.74,-25.41,3.44,47.56,16.12318773512223,696.0705289672543,96.04534005037786,-21.687657430730486,16017.884130982366,65.06297229219143,33.047858942065496,495.7178841309824,13250.12594458438,893.3249370277078,20551.637279596976,5900.075566750628,149.7481108312342,32833.04785894206,41175.56675062972,26386.64987405541
378,378-ER18,Meadow,False,,74.03159918894737,296.20389406010196,78.81315789473685,-0.1,-25.71,3.22,43.46,15.739877853220632,1358.7088607594935,155.6962025316456,-21.797468354430386,22472.151898734173,124.55696202531642,37.36708860759494,567.7721518987343,14759.999999999998,1228.9620253164558,14759.999999999998,4979.164556962025,148.4303797468354,42725.11392405064,37180.25316455696,34377.72151898734
379,379-ER18,Meadow,False,,69.82236711058823,252.18306039311457,77.71470588235294,0.29,-25.79,3.34,41.02,14.322429616027504,1115.3217821782175,479.0099009900991,-17.252475247524757,82690.09900990101,220.2227722772277,153.24257425742576,802.7475247524754,13781.683168316831,1022.9702970297033,5423.366336633664,5004.232673267327,1235.0742574257424,50470.594059405936,35032.67326732674,63783.41584158418
380,380-ER18,Meadow,False,,76.9520460831579,327.12180084696854,80.5657894736842,-0.41,-25.92,2.66,43.39,19.02284726569936,711.6790123456789,76.93827160493827,-21.259259259259263,22737.28395061728,117.43209876543207,106.29629629629628,599.3086419753085,13960.246913580246,217.6543209876544,36738.02469135802,9480.617283950618,829.1111111111112,34867.20987654322,31342.222222222223,22605.679012345674
381,381-ER18,Meadow,False,,45.841419735,187.90478979080805,80.03,0.01,-25.82,4.9,44.61,10.617044818710118,289.35162094763086,149.27680798004988,-20.448877805486287,42584.78802992519,119.62593516209476,151.32169576059852,667.6558603491272,22095.01246882793,651.2967581047383,14344.887780548628,3354.638403990025,257.65586034912707,42188.079800498745,17923.441396508726,73114.9625935162
382,382-ER18,Meadow,False,,45.4225127035,335.5130069566848,87.405,0.31,-24.47,3.7,41.79,13.171588509254923,1426.3092269326685,104.28927680798004,-21.471321695760604,36695.51122194513,89.97506234413963,420.22443890274315,448.852867830424,8195.910224438901,521.4463840399002,22013.216957605986,1950.8229426433913,75.6608478802992,30010.77306733167,44210.473815461344,70517.95511221945
383,383-ER18,Meadow,False,,60.17298702499999,241.84752964501018,79.16176470588235,-0.8,-25.3,4.67,47.29,11.809185399977668,582.1999999999998,199.875,-19.475,35444.499999999985,160.925,128.125,745.175,19270.0,267.525,4770.3499999999985,6829.575,405.8999999999999,46280.79999999999,26773.0,60311.0
384,384-ER18,planifolia,False,Salix,45.0,116.07392833446474,72.1,0.67,-25.71,4.41,46.24,12.227755421483872,8711.475,119.925,-22.550000000000008,15621.0,36.9,135.29999999999998,564.775,15805.500000000002,184.5,20602.5,2198.625,85.07499999999995,32822.55,16553.75,321235.0
385,385-ER18,wolfii,False,Salix,56.5,129.4982674103437,69.6,-0.58,-26.69,4.22,51.39,14.20148221311511,6513.6432160804015,119.49748743718595,-21.633165829145735,23013.56783919598,22.66331658291457,60.77889447236182,529.497487437186,12681.155778894476,329.6482412060302,20726.63316582915,1067.2361809045226,96.83417085427132,32307.587939698486,27978.894472361808,705035.1758793971
386,386-ER18,Gooseberry,False,Ribes,50.3,99.1544937842381,66.3,2.61,-27.43,3.02,45.46,17.554561917389666,97.18518518518519,2400.271604938272,-12.148148148148152,114091.35802469135,144.76543209876542,76.93827160493827,726.8641975308641,7193.728395061728,4935.185185185185,26665.185185185186,703.5802469135801,322.93827160493834,33753.62962962963,27090.370370370372,35219.5061728395
387,387-ER18,PotFru,False,Pentaphylloides,66.9,97.71257753137469,59.4,1.04,-26.87,2.95,44.54,17.60741920375236,495.03703703703695,425.18518518518516,-19.23456790123457,37234.074074074066,36.444444444444436,43.53086419753086,536.5432098765432,6971.0123456790125,1274.5432098765432,34348.88888888888,1972.049382716049,72.88888888888884,30767.20987654321,15306.666666666664,53917.53086419752
388,388-ER18,boothii,False,Salix,63.4,145.95259408592037,69.7,0.65,-25.22,3.99,46.63,13.628875593447974,3234.444444444445,133.62962962962962,-22.271604938271608,16480.98765432099,8.098765432098766,127.55555555555556,451.50617283950623,13423.7037037037,629.6790123456791,28932.83950617284,2032.7901234567896,-76.93827160493828,27780.79012345679,26078.024691358023,183234.56790123452
389,389-ER18,planifolia,False,Salix,60.3,121.58875979465006,66.8,-1.7,-26.35,4.14,42.96,12.101283601831845,3030.9629629629626,187.2839506172839,-17.209876543209873,19892.59259259259,134.64197530864195,147.80246913580245,200.44444444444446,15559.75308641975,431.25925925925935,50141.481481481474,583.1111111111112,468.716049382716,21370.617283950614,26351.35802469136,386007.40740740736
390,390-ER18,wolfii,False,Salix,52.0,110.92286963765369,68.1,-1.28,-26.38,4.01,47.43,13.793556543420438,2952.412060301508,294.62311557788945,-19.572864321608048,65816.33165829147,218.39195979899503,960.1005025125627,455.32663316582915,9481.507537688443,677.8391959798995,135258.79396984927,3487.060301507537,458.4170854271357,25846.482412060308,36642.462311557785,141233.66834170854
391,391-ER18,wolfii,False,Salix,46.7,101.8732798272229,68.6,0.15,-25.61,4.36,48.45,12.959098760027663,2898.345679012345,253.0864197530864,-22.271604938271608,42690.61728395062,117.43209876543207,1000.1975308641977,291.5555555555556,14577.777777777776,559.8271604938271,58969.13580246912,7451.876543209875,33.407407407407405,23010.617283950614,18171.604938271597,156609.87654320983
392,392-ER18,wolfii,False,Salix,59.3,126.8369403460274,68.1,-1.14,-25.56,4.13,47.63,13.44924909671443,9262.13399503722,337.76674937965265,-23.39950372208437,31334.987593052116,112.92803970223324,783.3746898263028,241.11662531017367,10140.12406947891,346.92307692307685,129918.11414392061,7813.399503722087,106.82382133995037,19736.97270471464,36767.741935483864,348856.0794044665
393,393-ER18,wolfii,False,Salix,49.6,121.58929610397226,71.0,-2.95,-26.76,3.73,46.1,14.413173052955395,3885.139240506329,205.51898734177212,-30.10126582278481,32841.51898734177,121.44303797468352,1166.6835443037974,307.2405063291139,7249.215189873416,170.22784810126586,62818.22784810126,3020.506329113924,58.126582278480996,21818.227848101258,28959.49367088607,102261.2658227848
394,394-ER18,Engelmann,True,Picea,363.4,301.8199357521381,45.4,-0.43,-25.27,0.84,46.36,64.3623138415865,21.36476426799008,99.70223325062037,-29.50372208436725,97331.76178660053,113.94540942928042,31.538461538461537,209.57816377171216,1472.1339950372214,224.83870967741933,,1394.813895781638,372.3573200992556,34214.14392059554,5838.684863523576,8405.508684863524
395,395-ER18,Engelmann,True,Picea,398.2,273.4500984889477,40.7,0.44,-25.58,0.7,46.73,77.85118876144962,57.7037037037037,50.617283950617285,-29.358024691358022,72868.64197530864,68.83950617283949,10.123456790123457,121.48148148148148,1353.506172839506,351.28395061728384,13443.95061728395,880.7407407407408,-36.44444444444443,32091.35802469136,33042.96296296296,37892.09876543209
396,396-ER18,Engelmann,True,Picea,363.5,267.61721701045224,42.4,0.21,-24.33,0.83,47.96,67.38583116801173,49.60493827160494,58.716049382716044,-29.358024691358022,79054.07407407407,77.95061728395059,15.185185185185185,174.12345679012344,1489.1604938271607,100.22222222222223,,1004.2469135802468,143.75308641975306,36505.18518518518,19538.271604938276,23294.074074074077
397,397-ER18,SubFir,True,Abies,312.1,264.4331630446968,45.9,0.37,-26.14,0.84,45.47,63.12671290718158,25.308641975308646,511.2345679012346,-29.358024691358022,315446.9135802469,93.1358024691358,22.271604938271604,207.53086419753086,1801.9753086419755,159.9506172839506,,726.8641975308641,241.9506172839506,21542.716049382714,23182.716049382714,28861.975308641973
398,398-ER18,Engelmann,True,Picea,382.2,274.84087635810954,41.8,-1.79,-25.44,0.7,42.94,71.53712915507484,135.6543209876543,23.28395061728395,-29.358024691358022,94715.06172839506,72.8888888888889,,134.64197530864195,1290.7407407407404,47.58024691358025,,1053.8518518518517,257.1358024691358,43267.654320987655,19548.39506172839,36980.98765432098
399,399-ER18,Engelmann,True,Picea,498.3,345.98484481673364,41.0,-2.32,-24.85,0.65,42.49,76.2326262928376,,21.259259259259263,-29.358024691358022,23304.197530864196,85.03703703703705,,240.93827160493825,1372.7407407407404,118.44444444444444,,825.0617283950618,-59.72839506172839,49291.11111111112,44806.41975308642,38965.18518518518
400,400-ER18,Engelmann,True,Picea,,,41.3,-2.77,-26.67,0.75,48.79,75.86423139367398,52.01492537313432,44.87562189054726,-29.577114427860693,76502.73631840796,94.8507462686567,22.43781094527363,250.8955223880597,1215.721393034826,-24.47761194029852,,498.73134328358213,-6.119402985074633,28516.41791044777,95727.8606965174,58542.28855721393
401,401-ER18,SubFir,True,Abies,344.4,281.54260822911743,45.0,-1.83,-25.68,0.92,43.71,55.40647062528666,66.29353233830845,,-29.577114427860693,184398.0099502488,126.46766169154228,11.218905472636814,170.3233830845771,1552.2885572139303,-19.37810945273632,,435.4975124378109,-35.696517412935314,24273.631840796017,42937.81094527363,36879.60199004975
402,402-ER18,Engelmann,True,Picea,392.3,292.92934439259,42.7,-1.97,-25.88,0.78,46.65,69.74684271908829,14.172839506172838,,-29.358024691358022,20651.85185185185,95.1604938271605,,95.1604938271605,1103.4567901234568,-28.34567901234568,,347.2345679012345,-20.2469135802469,21755.308641975305,80471.35802469135,41313.82716049382
403,403-ER18,Engelmann,True,Picea,366.4,299.8675672462559,45.0,-3.73,-25.15,0.78,43.18,64.55881390375633,13.258706467661689,10.199004975124376,-29.577114427860693,26782.587064676616,104.02985074626865,8.159203980099504,166.24378109452738,1273.8557213930349,-31.61691542288558,,608.8805970149252,-8.159203980099509,43845.5223880597,107701.4925373134,43325.37313432835
404,404-ER18,Meadow,False,,57.5852862528125,153.86230061598332,72.840625,0.56,-26.62,3.18,46.14,16.920686444524073,42.62376237623764,51.757425742574256,-29.43069306930693,34789.10891089109,206.0148514851485,124.8267326732673,315.61881188118815,5790.742574257426,764.1831683168317,,2987.7227722772277,198.91089108910893,25959.90099009901,37742.32673267327,40766.58415841585
405,405-ER18,Meadow,False,,61.439554878611105,173.96715361204366,73.025,0.26,-26.57,3.47,45.59,15.321723648478761,312.8148148148148,62.76543209876542,-29.358024691358022,42478.024691358034,268.2716049382716,82.0,345.2098765432098,6324.123456790123,1934.5925925925924,,3630.2716049382707,251.0617283950617,31291.6049382716,74498.51851851851,47975.061728395056
406,406-ER18,Meadow,False,,64.94158473125,204.16397945282552,75.6625,-0.39,-26.5,3.69,39.94,12.622611098599682,180.6435643564357,25.37128712871288,-29.43069306930693,22083.168316831685,310.5445544554457,15.222772277227724,366.3613861386138,8558.242574257425,1514.1584158415844,,2031.7326732673264,402.8960396039605,30283.16831683169,53025.99009900991,26863.11881188119
407,407-ER18,Meadow,False,,50.68392886078947,113.45920938488544,69.29736842105264,0.23,-26.06,3.55,44.06,14.473835993891365,266.2469135802469,62.76543209876542,-29.358024691358022,18900.49382716049,227.77777777777774,40.49382716049383,359.3827160493828,6314.0,689.4074074074075,,3523.975308641975,357.358024691358,30198.271604938265,73577.28395061729,60548.39506172839
